	Atf3	Bhlhe40	Ctcf	E2f4	E2f6	Egr1	Elf1	Elf2	Elk1	Elk3	Elk4	Etv6	Fos	Gabpa	Hmbox1	Irf1	Irf3	Klf16	Klf4	Klf7	Mitf	Nfe2l2	Nfya	Nfyb	Nrf1	Pbx3	Rfx5	Setdb1	Sin3a	Smarcc2	Sp1	Sp2	Sp3	Sp4	Srf	Taf1	Tbp	Tfeb	Usf1	Usf2	Zbtb7b	Zfp523
Zfp213	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	-0.25	0	0	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0	0	0	0
Zfp251	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	0
Zfp276	-0.25	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	-0.25	-0.25	-0.25	0	-0.25	0	0	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	0	-0.25	-0.25	0	0	0	-0.25	0
Zfp282	-0.25	0	-0.25	-0.25	0	-0.25	-0.25	-0.25	0	0	0	-0.25	-0.25	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	-0.25	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	-0.25	0
Zfp386	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp41	0	0	0	0	0	-0.25	-0.25	0	0	0	0	0	0	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	0	-0.25	0	0	0	0	0
Zfp51	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp61	-0.25	0	0	-0.25	0	-0.25	0	0	0	0	0	0	0	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	0	0	0	0	-0.25	-0.25	-0.25	-0.25	0	0	-0.25	0	0	0	-0.25	0
Zfp623	0	0	0	0	0	-0.25	-0.25	-0.25	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp691	0	0	-0.25	0	0	-0.25	-0.25	0	-0.25	0	0	0	0	0	0	-0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.25	0	-0.25	-0.25	0	-0.25	0	0	0	0	0	0
Zfp839	0	0	-0.25	0	-0.25	-0.25	-0.25	0	-0.25	0	-0.25	-0.25	0	-0.25	0	-0.25	0	-0.25	-0.25	-0.25	0	0	0	0	-0.25	0	-0.25	0	0	0	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	-0.25	0	0	0	0	-0.25
Zfp963	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zhx2	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zmynd15	0.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
